QID,Topic,Subtopic,Question,CorrectLetter,CorrectAnswer,miss_count,MemoryHook
1256,Data Processing & Transformations,DDL and DML features,"You are working on a table called orders which contains data for 2021 and you have the second table called orders_archive which contains data for 2020, you need to combine the data from two tables and there could be a possibility of the same rows between both the tables, you are looking to combine the results from both the tables and eliminate the duplicate rows, which of the following SQL statements helps you accomplish this?",A,SELECT * FROM orders UNION SELECT * FROM orders_archive,0,Combine all rows from two tables: UNION (removes dupes)
1257,Development and Ingestion,Use Auto Loader and debugging tools,"You are working on a process to load external CSV files into a delta table by leveraging the COPY INTO command, but after running the command for the second time no data was loaded into the table name, why is that? COPY INTO table_name FROM ‘dbfs:/mnt/raw/*.csv‘ FILEFORMAT = CSV",C,COPY INTO did not detect new files after the last load,0,COPY INTO is idempotent; skips already-loaded files
1258,Data Processing & Transformations,DDL and DML features,What is the main difference between the below two commands? INSERT OVERWRITE table_name SELECT * FROM table CREATE OR REPLACE TABLE table_name AS SELECT * FROM table,A,"INSERT OVERWRITE replaces data by default, CREATE OR REPLACE replaces data and Schema by default						",1,INSERT OVERWRITE = data only; CREATE OR REPLACE = data + schema
1259,Data Processing & Transformations,DDL and DML features,"You are working on IoT data where each device has 5 readings in an array collected in Celsius. You were asked to convert each individual reading from Celsius to Fahrenheit. Fill in the blank with an appropriate function that can be used in this scenario.

Schema:
deviceId INT, deviceTemp ARRAY

Input data:

deviceId | deviceTempC
1        | [25.00, 26.00, 25.00, 26.00, 27.00]

Expected result:

deviceId | deviceTempF
1        | [77.00, 78.80, 77.00, 78.80, 80.60]

SELECT deviceId,
       __ (deviceTempC, i -> (i * 9/5) + 32) AS deviceTempF
FROM sensors",D,TRANSFORM,0,"Apply function to each array element: TRANSFORM(arr, x -> expr)"
1260,Data Processing & Transformations,DDL and DML features,Which of the following array functions takes input column return unique list of values in an array?,B,COLLECT_SET,0,Unique values from grouped rows: COLLECT_SET
1262,Databricks Intelligence Platform,Explain the value of the Data Intelligence Platform,Which of the statements are correct about lakehouse?,E,Lakehouse supports schema enforcement and evolution,1,Lakehouse schema enforcement = rejects bad data at write time
1266,Development and Ingestion,Use Auto Loader and debugging tools,"You are asked to setup an AUTO LOADER to process the incoming data, this data arrives in JSON format and get dropped into cloud object storage and you are required to process the data as soon as it arrives in cloud storage, which of the following statements is correct",E,AUTO LOADER can support file notification method so it can process data as it arrives,0,Auto Loader file notification = real-time ingestion trigger
1269,Data Processing & Transformations,DDL and DML features,Which of the following SQL commands are used to append rows to an existing delta table?,D,INSERT INTO table_name,0,Append rows: INSERT INTO table_name SELECT ...
1279,Productionizing Pipelines,Spark UI optimization,"One of the queries in the Databricks SQL Dashboard takes a long time to refresh, which of the below steps can be taken to identify the root cause of this issue?",E,"Use Query History, to view queries and select query, and check query profile to time spent in each step",0,Query profiling: Query History -> query -> Query Profile
1280,Development and Ingestion,Understand notebook capabilities,"A SQL Dashboard was built for the supply chain team to monitor the inventory and product orders, but all of the timestamps displayed on the dashboards are showing in UTC format, so they requested to change the time zone to the location of New York. How would you approach resolving this issue?",D,"Under SQL Admin Console, set the SQL configuration parameter time zone to America/New_York",1,Set SQL timezone: SQL Admin Console -> config param
1281,Databricks Intelligence Platform,Select appropriate compute,"You are currently working with the application team to setup a SQL Endpoint point, once the team started consuming the SQL Endpoint you noticed that during peak hours as the number of concurrent users increases you are seeing degradation in the query performance and the same queries are taking longer to run, which of the following steps can be taken to resolve the issue?",B,They can increase the maximum bound of the SQL endpoint’s scaling range.,0,Slow queries with more users: scale up SQL endpoint max clusters
1282,Productionizing Pipelines,Workflow deployment and recovery,"The data engineering team is using a bunch of SQL queries to review data quality and monitor the ETL job every day, which of the following approaches can be used to set up a schedule and automate this process?",B,They can schedule the query to refresh every 1 day from the query’s page in Databricks SQL.,0,Schedule refresh: from query page in Databricks SQL
1285,Data Governance & Quality,Unity Catalog permissions,"Kevin is the owner of the schema sales, Steve wanted to create new table in sales schema called regional_sales so Kevin grants the create table permissions to Steve. Steve creates the new table called regional_sales in sales schema, who is the owner of the table regional_sales",B,Steve is the owner of the table,0,Table owner = user who created it (unless changed)
